p,corstr,subset,alpha_rho,beta_rho,model,num_trees,bias,rpehe,coverage,width
20,independent,A,0.3,3,CL-BART,2,"0.00 (-0.09, 0.09)","0.04 (0.00, 0.10)","0.91 (0.00, 1.00)","0.16 (0.13, 0.22)"
20,independent,A,0.3,3,CL-BART,5,"0.01 (-0.08, 0.08)","0.04 (0.00, 0.10)","0.91 (0.00, 1.00)","0.17 (0.13, 0.23)"
20,independent,A,0.3,3,CL-BART,10,"0.01 (-0.09, 0.07)","0.05 (0.01, 0.10)","0.91 (0.49, 1.00)","0.18 (0.14, 0.25)"
20,independent,A,0.3,3,CL-BART-avg,1,"0.00 (-0.09, 0.08)","0.03 (0.00, 0.10)","0.93 (0.00, 1.00)","0.14 (0.13, 0.19)"
20,independent,A,0.3,3,CL-BART-avg,2,"0.00 (-0.09, 0.09)","0.03 (0.00, 0.09)","0.91 (0.00, 1.00)","0.15 (0.13, 0.20)"
20,independent,A,0.3,3,CL-BART-avg,5,"0.01 (-0.08, 0.08)","0.03 (0.00, 0.09)","0.94 (0.00, 1.00)","0.15 (0.13, 0.19)"
20,independent,A,0.3,3,CL-BART-avg,10,"0.01 (-0.09, 0.07)","0.03 (0.00, 0.09)","0.91 (0.00, 1.00)","0.14 (0.13, 0.17)"
20,independent,A,0.95,2,Oracle CLR,NA,"0.00 (-0.09, 0.06)","0.03 (0.00, 0.09)","0.94 (0.00, 1.00)","0.15 (0.14, 0.15)"
20,independent,A,0.95,2,CL-BART,1,"0.00 (-0.09, 0.06)","0.04 (0.00, 0.10)","0.94 (0.27, 1.00)","0.17 (0.14, 0.26)"
20,independent,A,0.95,2,CL-BART,2,"0.00 (-0.09, 0.07)","0.05 (0.00, 0.12)","0.88 (0.06, 1.00)","0.17 (0.13, 0.27)"
20,independent,A,0.95,2,CL-BART,5,"0.00 (-0.09, 0.07)","0.06 (0.01, 0.13)","0.89 (0.45, 1.00)","0.22 (0.15, 0.30)"
20,independent,A,0.95,2,CL-BART,10,"0.00 (-0.09, 0.07)","0.08 (0.02, 0.13)","0.91 (0.70, 1.00)","0.28 (0.20, 0.35)"
20,independent,A,0.95,2,CL-BART-avg,1,"0.00 (-0.09, 0.06)","0.03 (0.00, 0.09)","0.93 (0.00, 1.00)","0.14 (0.13, 0.16)"
20,independent,A,0.95,2,CL-BART-avg,2,"0.00 (-0.09, 0.07)","0.03 (0.00, 0.09)","0.93 (0.00, 1.00)","0.14 (0.12, 0.16)"
20,independent,A,0.95,2,CL-BART-avg,5,"0.00 (-0.09, 0.07)","0.03 (0.00, 0.09)","0.90 (0.00, 1.00)","0.14 (0.12, 0.16)"
20,independent,A,0.95,2,CL-BART-avg,10,"0.00 (-0.09, 0.07)","0.03 (0.00, 0.09)","0.92 (0.00, 1.00)","0.14 (0.13, 0.16)"
20,independent,B,0.3,3,Oracle CLR,NA,"0.00 (-0.08, 0.07)","0.03 (0.00, 0.09)","0.94 (0.00, 1.00)","0.15 (0.14, 0.15)"
20,independent,B,0.3,3,CL-BART,1,"0.00 (-0.11, 0.07)","0.03 (0.00, 0.12)","0.93 (0.00, 1.00)","0.15 (0.13, 0.21)"
20,independent,B,0.3,3,CL-BART,2,"-0.01 (-0.11, 0.07)","0.03 (0.00, 0.12)","0.86 (0.00, 1.00)","0.15 (0.13, 0.22)"
20,independent,B,0.3,3,CL-BART,5,"-0.01 (-0.11, 0.07)","0.04 (0.00, 0.12)","0.90 (0.00, 1.00)","0.17 (0.13, 0.23)"
20,independent,B,0.3,3,CL-BART,10,"-0.01 (-0.08, 0.07)","0.05 (0.00, 0.11)","0.90 (0.38, 1.00)","0.18 (0.14, 0.25)"
20,independent,B,0.3,3,CL-BART-avg,1,"0.00 (-0.11, 0.07)","0.03 (0.00, 0.12)","0.91 (0.00, 1.00)","0.15 (0.13, 0.21)"
20,independent,B,0.3,3,CL-BART-avg,2,"-0.01 (-0.11, 0.07)","0.03 (0.00, 0.12)","0.89 (0.00, 1.00)","0.15 (0.13, 0.20)"
20,independent,B,0.3,3,CL-BART-avg,5,"-0.01 (-0.11, 0.07)","0.03 (0.00, 0.12)","0.90 (0.00, 1.00)","0.15 (0.12, 0.20)"
20,independent,B,0.3,3,CL-BART-avg,10,"-0.01 (-0.08, 0.07)","0.03 (0.00, 0.10)","0.94 (0.00, 1.00)","0.15 (0.13, 0.18)"
20,independent,B,0.95,2,Oracle CLR,NA,"0.00 (-0.08, 0.07)","0.03 (0.00, 0.09)","0.94 (0.00, 1.00)","0.15 (0.14, 0.15)"
20,independent,B,0.95,2,CL-BART,1,"0.00 (-0.08, 0.07)","0.03 (0.00, 0.13)","0.93 (0.00, 1.00)","0.17 (0.13, 0.25)"
20,independent,B,0.95,2,CL-BART,2,"0.00 (-0.08, 0.07)","0.04 (0.00, 0.12)","0.91 (0.44, 1.00)","0.17 (0.14, 0.29)"
20,independent,B,0.95,2,CL-BART,5,"-0.01 (-0.09, 0.07)","0.06 (0.01, 0.12)","0.90 (0.48, 1.00)","0.21 (0.15, 0.29)"
20,independent,B,0.95,2,CL-BART,10,"0.00 (-0.10, 0.07)","0.08 (0.03, 0.15)","0.92 (0.67, 1.00)","0.28 (0.21, 0.37)"
20,independent,B,0.95,2,CL-BART-avg,1,"0.00 (-0.08, 0.07)","0.03 (0.00, 0.09)","0.92 (0.00, 1.00)","0.14 (0.13, 0.16)"
20,independent,B,0.95,2,CL-BART-avg,2,"0.00 (-0.08, 0.07)","0.03 (0.00, 0.09)","0.94 (0.00, 1.00)","0.14 (0.13, 0.16)"
20,independent,B,0.95,2,CL-BART-avg,5,"-0.01 (-0.09, 0.07)","0.03 (0.00, 0.10)","0.91 (0.00, 1.00)","0.14 (0.13, 0.16)"
20,independent,B,0.95,2,CL-BART-avg,10,"0.00 (-0.10, 0.07)","0.03 (0.00, 0.11)","0.90 (0.00, 1.00)","0.15 (0.13, 0.17)"
20,independent,C,0.3,3,Oracle CLR,NA,"0.00 (-0.06, 0.08)","0.03 (0.00, 0.08)","0.93 (0.00, 1.00)","0.14 (0.14, 0.16)"
20,independent,C,0.3,3,CL-BART,1,"0.05 (-0.05, 0.11)","0.06 (0.01, 0.12)","0.47 (0.00, 1.00)","0.13 (0.09, 0.21)"
20,independent,C,0.3,3,CL-BART,2,"0.05 (-0.05, 0.11)","0.06 (0.01, 0.12)","0.50 (0.00, 1.00)","0.13 (0.09, 0.22)"
20,independent,C,0.3,3,CL-BART,5,"0.05 (-0.06, 0.11)","0.07 (0.01, 0.12)","0.50 (0.00, 1.00)","0.15 (0.10, 0.25)"
20,independent,C,0.3,3,CL-BART,10,"0.04 (-0.05, 0.11)","0.06 (0.01, 0.12)","0.65 (0.00, 1.00)","0.16 (0.10, 0.24)"
20,independent,C,0.3,3,CL-BART-avg,1,"0.05 (-0.05, 0.11)","0.06 (0.01, 0.12)","0.44 (0.00, 1.00)","0.13 (0.09, 0.21)"
20,independent,C,0.3,3,CL-BART-avg,2,"0.05 (-0.05, 0.11)","0.06 (0.01, 0.12)","0.49 (0.00, 1.00)","0.12 (0.09, 0.20)"
20,independent,C,0.3,3,CL-BART-avg,5,"0.05 (-0.06, 0.11)","0.06 (0.01, 0.11)","0.41 (0.00, 1.00)","0.12 (0.09, 0.18)"
20,independent,C,0.3,3,CL-BART-avg,10,"0.04 (-0.05, 0.11)","0.05 (0.01, 0.12)","0.56 (0.00, 1.00)","0.13 (0.09, 0.19)"
20,independent,C,0.95,2,Oracle CLR,NA,"0.00 (-0.06, 0.08)","0.03 (0.00, 0.08)","0.93 (0.00, 1.00)","0.14 (0.14, 0.16)"
20,independent,C,0.95,2,CL-BART,1,"0.04 (-0.06, 0.11)","0.06 (0.01, 0.12)","0.66 (0.00, 1.00)","0.16 (0.10, 0.25)"
20,independent,C,0.95,2,CL-BART,2,"0.03 (-0.06, 0.11)","0.06 (0.01, 0.13)","0.69 (0.00, 1.00)","0.16 (0.10, 0.27)"
20,independent,C,0.95,2,CL-BART,5,"0.03 (-0.06, 0.11)","0.07 (0.01, 0.14)","0.80 (0.17, 1.00)","0.21 (0.15, 0.29)"
20,independent,C,0.95,2,CL-BART,10,"0.03 (-0.06, 0.11)","0.08 (0.03, 0.14)","0.88 (0.51, 1.00)","0.28 (0.19, 0.36)"
20,independent,C,0.95,2,CL-BART-avg,1,"0.04 (-0.06, 0.11)","0.06 (0.00, 0.11)","0.62 (0.00, 1.00)","0.13 (0.10, 0.20)"
20,independent,C,0.95,2,CL-BART-avg,2,"0.03 (-0.06, 0.11)","0.05 (0.01, 0.11)","0.63 (0.00, 1.00)","0.13 (0.09, 0.19)"
20,independent,C,0.95,2,CL-BART-avg,5,"0.03 (-0.06, 0.11)","0.05 (0.00, 0.11)","0.72 (0.00, 1.00)","0.13 (0.10, 0.18)"
20,independent,C,0.95,2,CL-BART-avg,10,"0.03 (-0.06, 0.11)","0.04 (0.01, 0.11)","0.75 (0.00, 1.00)","0.13 (0.10, 0.18)"
20,independent,D,0.3,3,Oracle CLR,NA,"0.00 (-0.06, 0.08)","0.03 (0.00, 0.08)","0.96 (0.00, 1.00)","0.14 (0.13, 0.15)"
20,independent,D,0.3,3,CL-BART,1,"-0.04 (-0.11, 0.08)","0.07 (0.01, 0.11)","0.52 (0.00, 1.00)","0.13 (0.09, 0.20)"
20,independent,D,0.3,3,CL-BART,2,"-0.04 (-0.10, 0.07)","0.06 (0.01, 0.12)","0.55 (0.00, 1.00)","0.13 (0.09, 0.22)"
20,independent,D,0.3,3,CL-BART,5,"-0.04 (-0.11, 0.06)","0.07 (0.01, 0.12)","0.60 (0.00, 1.00)","0.15 (0.10, 0.24)"
20,independent,D,0.3,3,CL-BART,10,"-0.03 (-0.10, 0.07)","0.06 (0.01, 0.12)","0.67 (0.00, 1.00)","0.17 (0.10, 0.25)"
20,independent,D,0.3,3,CL-BART-avg,1,"-0.04 (-0.11, 0.08)","0.06 (0.01, 0.11)","0.50 (0.00, 1.00)","0.12 (0.09, 0.19)"
20,independent,D,0.3,3,CL-BART-avg,2,"-0.04 (-0.10, 0.07)","0.06 (0.01, 0.10)","0.51 (0.00, 1.00)","0.12 (0.09, 0.20)"
20,independent,D,0.3,3,CL-BART-avg,5,"-0.04 (-0.11, 0.06)","0.06 (0.01, 0.11)","0.52 (0.00, 1.00)","0.12 (0.09, 0.18)"
20,independent,D,0.3,3,CL-BART-avg,10,"-0.03 (-0.10, 0.07)","0.05 (0.01, 0.10)","0.60 (0.00, 1.00)","0.13 (0.09, 0.19)"
20,independent,D,0.95,2,Oracle CLR,NA,"0.00 (-0.06, 0.08)","0.03 (0.00, 0.08)","0.96 (0.00, 1.00)","0.14 (0.13, 0.15)"
20,independent,D,0.95,2,CL-BART,1,"-0.03 (-0.10, 0.07)","0.06 (0.01, 0.12)","0.69 (0.00, 1.00)","0.15 (0.10, 0.24)"
20,independent,D,0.95,2,CL-BART,2,"-0.03 (-0.09, 0.07)","0.06 (0.01, 0.13)","0.72 (0.00, 1.00)","0.16 (0.10, 0.27)"
20,independent,D,0.95,2,CL-BART,5,"-0.02 (-0.10, 0.07)","0.07 (0.02, 0.15)","0.83 (0.32, 1.00)","0.21 (0.15, 0.31)"
20,independent,D,0.95,2,CL-BART,10,"-0.02 (-0.09, 0.07)","0.08 (0.03, 0.14)","0.89 (0.57, 1.00)","0.27 (0.20, 0.36)"
20,independent,D,0.95,2,CL-BART-avg,1,"-0.03 (-0.10, 0.07)","0.05 (0.01, 0.10)","0.63 (0.00, 1.00)","0.13 (0.09, 0.19)"
20,independent,D,0.95,2,CL-BART-avg,2,"-0.03 (-0.09, 0.07)","0.05 (0.01, 0.09)","0.66 (0.00, 1.00)","0.13 (0.09, 0.19)"
20,independent,D,0.95,2,CL-BART-avg,5,"-0.02 (-0.10, 0.07)","0.04 (0.00, 0.10)","0.72 (0.00, 1.00)","0.13 (0.10, 0.17)"
20,independent,D,0.95,2,CL-BART-avg,10,"-0.02 (-0.09, 0.07)","0.04 (0.01, 0.09)","0.76 (0.00, 1.00)","0.13 (0.10, 0.18)"
